BUILDING_NAME,ROOM_NUMBER,ROOM_CAPACITY,ACADEMIC_GROUP_CODE,ACADEMIC_ORGANIZATION_CODE,ACADEMIC_CARRIER_CODE,CAMPUS_CODE#$, 2
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,900,CRSS,B-REGR,UGRD,"BLDR"#$, 1
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,15,CRSS,B-REGR,GRAD,"BLDR"#$, 2
7d8f6f56f81b7ea5de903e6a1da168af,de4e77d1b1e753bf78785f9a6f5df346,30,ARSC,B-THDN,UGRD,"BLDR"#$, 4
2774aa5e83301eb647fd023639393fc2,e6617420891e3764d8c7188b15911f4d,35,ARSC,B-THDN,UGRD,"BLDR"#$, 2
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,10,ARSC,B-THDN,UGRD,"BLDR"#$, 7
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,5,ARSC,B-THDN,UGRD,"BLDR"#$, 4
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,20,ARSC,B-THDN,GRAD,"BLDR"#$, 3
406fdd6674e94cd35a7bc81c96575136,792008721a3998d707c8d9c49c38f8fb,25,ENGR,B-TLEN,GRAD,"BLDR"#$, 5
65eb1e07fd913f23f21d0d593d535802,2ce048fc1e50ea9922ca9bb0d5938eeb,50,ENGR,B-TLEN,GRAD,"CEPS"#$, 6
6e72c0f3d7c256d957b8dba71503c42c,43909c7446d07f788dd92e6edcb070e6,20,ENGR,B-TLEN,GRAD,"BLDR"#$, 8
6e72c0f3d7c256d957b8dba71503c42c,43909c7446d07f788dd92e6edcb070e6,10,ENGR,B-TLEN,GRAD,"BLDR"#$, 7
65eb1e07fd913f23f21d0d593d535802,2ce048fc1e50ea9922ca9bb0d5938eeb,5,ENGR,B-TLEN,GRAD,"BLDR"#$, 4
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,10,ENGR,B-TLEN,GRAD,"BLDR"#$, 8
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,10,MUSC,B-TMUS,GRAD,"CEPS"#$, 3
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,20,MUSC,B-TMUS,GRAD,"BLDR"#$, 5
b1377fa978880aeb2265a1d6276b5b67,3c50ad22260915aad2532c999afa1486,35,ARSC,B-WMST,UGRD,"BLDR"#$, 3
c83d5f85c7408463699185856a1f421b,65ad8151cbf50b0a454a9e53ff9148f6,35,ARSC,B-WMST,UGRD,"BLDR"#$, 2
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,20,ARSC,B-WMST,UGRD,"BLDR"#$, 8
9b76501e540d93c0f92e5bcb695611e8,346c12197846a6c1f7a6c62b226185c7,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 10
b1377fa978880aeb2265a1d6276b5b67,4316544eb6945ecdf6d18b82df5679b7,19,ARSC,B-PWRT,UGRD,"CEPS"#$, 6
2b897a91acac44b276f3d614d6461c75,44cb29a313d67fadb3caec4216ff94a0,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 8
64e54b596f0792a72939c8690fdce46f,cbf8753b3a54f254275471781f1a6de3,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 7
9b76501e540d93c0f92e5bcb695611e8,07698f53c8e24eaa83296073c8873ce7,18,ARSC,B-PWRT,UGRD,"CEPS"#$, 6
9b76501e540d93c0f92e5bcb695611e8,36c264482ac8dae4088cb99fa3d7aca9,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 8
9b76501e540d93c0f92e5bcb695611e8,92875547e60315d34cd29b3a8572d1bc,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 6
9b76501e540d93c0f92e5bcb695611e8,fab6fba925284818d9de914e39d9d848,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 1
db45ff18d38db0c1f1b142e6966533e3,40c9f9010e751a9ab552ac82e27ebd2d,17,ARSC,B-PWRT,UGRD,"BLDR"#$, 8
af517546ad5e7f489cefa84ee2e43e0d,53042620582ce02db420625692365f5c,42,BUSN,B-ACCT,UGRD,"BLDR"#$, 8
af517546ad5e7f489cefa84ee2e43e0d,ede3caf9ed8c012740e8ffb544dad0b4,50,BUSN,B-ACCT,UGRD,"BLDR"#$, 6
af517546ad5e7f489cefa84ee2e43e0d,e661341dc42e61bf11354669d70e0dfc,42,BUSN,B-ACCT,UGRD,"BLDR"#$, 4
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,10,BUSN,B-ACCT,UGRD,"BLDR"#$, 7
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,50,BUSN,B-ACCT,UGRD,"BLDR"#$, 9
af517546ad5e7f489cefa84ee2e43e0d,ede3caf9ed8c012740e8ffb544dad0b4,50,BUSN,B-ACCT,GRAD,"BLDR"#$, 7
af517546ad5e7f489cefa84ee2e43e0d,9fa33cfdb8bfd7ce4078a50d1dbc78ec,39,BUSN,B-ACCT,GRAD,"BLDR"#$, 7
af517546ad5e7f489cefa84ee2e43e0d,6d76e88e79ff7e1c61f664f0605738e1,40,BUSN,B-ACCT,GRAD,"BLDR"#$, 3
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,30,BUSN,B-ACCT,GRAD,"BLDR"#$, 2
af517546ad5e7f489cefa84ee2e43e0d,d08b26c55b6e8714e551be329f373c2c,30,BUSN,B-ACCT,GRAD,"BLDR"#$, 8
af517546ad5e7f489cefa84ee2e43e0d,32254e9dd7690ac24ba8809fc4734466,30,BUSN,B-ACCT,GRAD,"BLDR"#$, 2
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,100,BUSN,B-ACCT,GRAD,"BLDR"#$, 8
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,25,BUSN,B-ACCT,GRAD,"BLDR"#$, 4
1148b0612b2dec6581f8599f2cab30cb,e48aa3850de1382f5ca24affa3832c52,35,CRSS,B-ROTC,UGRD,"BLDR"#$, 9
b01bfeb1388a68372d8db0a97d21c593,09960e06e2bfa6ecf47af5a565dcbc68,35,CRSS,B-ROTC,UGRD,"BLDR"#$, 4
71189effb81ef7dfe88c60a711c9e6ad,92875547e60315d34cd29b3a8572d1bc,35,CRSS,B-ROTC,UGRD,"BLDR"#$, 6
1148b0612b2dec6581f8599f2cab30cb,e48aa3850de1382f5ca24affa3832c52,30,CRSS,B-ROTC,UGRD,"BLDR"#$, 8
b01bfeb1388a68372d8db0a97d21c593,09960e06e2bfa6ecf47af5a565dcbc68,30,CRSS,B-ROTC,UGRD,"BLDR"#$, 6
1148b0612b2dec6581f8599f2cab30cb,9bc223c379de42418f4f57748f6f4091,49,CRSS,B-ROTC,UGRD,"BLDR"#$, 7
b01bfeb1388a68372d8db0a97d21c593,09960e06e2bfa6ecf47af5a565dcbc68,49,CRSS,B-ROTC,UGRD,"BLDR"#$, 6
1148b0612b2dec6581f8599f2cab30cb,9bc223c379de42418f4f57748f6f4091,40,CRSS,B-ROTC,UGRD,"BLDR"#$, 5
b01bfeb1388a68372d8db0a97d21c593,09960e06e2bfa6ecf47af5a565dcbc68,40,CRSS,B-ROTC,UGRD,"BLDR"#$, 5
1148b0612b2dec6581f8599f2cab30cb,72eee348d0889e2baaf30bae13651403,32,CRSS,B-ROTC,UGRD,"BLDR"#$, 10
b01bfeb1388a68372d8db0a97d21c593,09960e06e2bfa6ecf47af5a565dcbc68,32,CRSS,B-ROTC,UGRD,"BLDR"#$, 1
6e39515d4c535859835ca3848661311c,fab6fba925284818d9de914e39d9d848,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
0e96ade5995633e969f8c72313428776,5199655589d34483a07771104cd0031a,149,ARSC,B-ANTH,UGRD,"BLDR"#$, 8
e885035c5649ec0b0230506a9ee6ab6a,2d0d4dc31cefffadf5b9e33eade1c3d1,24,ARSC,B-ANTH,UGRD,"BLDR"#$, 2
ef3f02d36c76920a0e17f84209127a1d,d5dbcacb7c508472426b117d399d62c8,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
6e39515d4c535859835ca3848661311c,28f9b959d833c9ead88c2303bd3a81a4,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
6e39515d4c535859835ca3848661311c,eba21e6609acfe0a10af27e1133b4912,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 8
6050c8e5f65ad635785d3f72dd095b38,efb73650ec83fc09b58d39daf9faa565,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
2b897a91acac44b276f3d614d6461c75,dfc0d6d229e27d18c3798860c7946e2e,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
153d8a58725c1c6198ea3b1a6dd76d48,beb0988701c65c3408cda2f9e464135b,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 10
0e96ade5995633e969f8c72313428776,54c9811caab2d6b124b5918d7c88c669,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
448c988221e4f34b8dead4f7f5cb4a92,9bc223c379de42418f4f57748f6f4091,40,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
530caf54bd16b77742e7edeaa9d58390,af607a14079e91c8aa079fc2f3c00c4e,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 1
0e96ade5995633e969f8c72313428776,d7121e9616228812c752d270f621d878,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 1
9b76501e540d93c0f92e5bcb695611e8,07698f53c8e24eaa83296073c8873ce7,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 4
c83d5f85c7408463699185856a1f421b,32254e9dd7690ac24ba8809fc4734466,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 9
9b76501e540d93c0f92e5bcb695611e8,7e11aa3e1460b302eaf5081014d9908d,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 4
fb1eb4768eadc54039346b0927e3c95b,9721aa6c45b9991d1e6b029e03fbe420,18,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
f61eca728238d759594e9d0f0c0577bf,d26f18997341d6b8aa5d8970ee3da65f,19,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
6e39515d4c535859835ca3848661311c,28f9b959d833c9ead88c2303bd3a81a4,40,ARSC,B-ANTH,UGRD,"CEPS"#$, 1
b9964cff81e012e78c66228f5a17c8e7,0d662bfcccfe632fe94d084c6affef1c,18,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
ef3f02d36c76920a0e17f84209127a1d,d70a36fdac9fc8b1d7779bca6d97d70c,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
9b76501e540d93c0f92e5bcb695611e8,655c5d065e2a811c59d452c02a32824c,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
bcd8a7214f54957a7e54424f4fd33232,da8cd9e009618c0d24679c841128a27b,19,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
46e4a60feee5e2b7bec27511fa39e1b1,a61c23a6d3ad960ffd51905d63de86a5,20,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
5b04ce5a1ddc393d0c00f5becb58d5b0,a6a6615295dbb99a708c4e55a6a1cea2,23,ARSC,B-ANTH,UGRD,"BLDR"#$, 10
cc36bd5b7ab69d6a0e63b0bd21410c08,2e8e86c70ca33efff7c3f7f13b723a0a,20,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
9b76501e540d93c0f92e5bcb695611e8,46d6b28d4df194c3048700db7e402162,188,ARSC,B-ANTH,UGRD,"BLDR"#$, 10
6e39515d4c535859835ca3848661311c,fab6fba925284818d9de914e39d9d848,188,ARSC,B-ANTH,UGRD,"BLDR"#$, 6
5b04ce5a1ddc393d0c00f5becb58d5b0,bf84da8797fbc835a485dd510150743e,23,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
0e96ade5995633e969f8c72313428776,5199655589d34483a07771104cd0031a,150,ARSC,B-ANTH,UGRD,"BLDR"#$, 1
e885035c5649ec0b0230506a9ee6ab6a,5a6f307c6c232daf2385cc5d00282463,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 2
25e478c439e00084111fb7249f734568,90878d419b38c397979b6cd61df90e4d,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
7d8f6f56f81b7ea5de903e6a1da168af,77924b7f3016119c636da98600195f9c,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
25e478c439e00084111fb7249f734568,ef92627008fbacc32c03333cbdff03a4,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
ee15b4985cdf7c138fdc9da5564cd76f,23ce805a432f2eeec0806c7c7bc98d1d,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 6
3c28af74ad7ad27d6ce78f738cc0859b,4557bc7679b2e513844ee847ad14e990,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 2
c83d5f85c7408463699185856a1f421b,e84aa41d42723c289bae5ea54a136e74,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 7
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,50,ARSC,B-ANTH,UGRD,"BLDR"#$, 10
6e39515d4c535859835ca3848661311c,fab6fba925284818d9de914e39d9d848,88,ARSC,B-ANTH,UGRD,"BLDR"#$, 5
6e39515d4c535859835ca3848661311c,61f766f6b69edb9ea641fa8d4914d33d,40,ARSC,B-ANTH,UGRD,"BLDR"#$, 9
6e39515d4c535859835ca3848661311c,61f766f6b69edb9ea641fa8d4914d33d,25,ARSC,B-ANTH,UGRD,"BLDR"#$, 3
9b76501e540d93c0f92e5bcb695611e8,b09b40f6ec721e681455d97c82621001,45,ARSC,B-ANTH,UGRD,"CEPS"#$, 2
6e39515d4c535859835ca3848661311c,faa11fbe2a9d83bbe7ec76170db9025e,10,ARSC,B-ANTH,UGRD,"BLDR"#$, 10
6e39515d4c535859835ca3848661311c,faa11fbe2a9d83bbe7ec76170db9025e,15,ARSC,B-ANTH,GRAD,"BLDR"#$, 8
71189effb81ef7dfe88c60a711c9e6ad,9db06f60455bf7592c4e841201863a80,35,ARSC,B-APPM,UGRD,"BLDR"#$, 5
6e72c0f3d7c256d957b8dba71503c42c,43909c7446d07f788dd92e6edcb070e6,35,ARSC,B-APPM,UGRD,"BLDR"#$, 2
e885035c5649ec0b0230506a9ee6ab6a,d08b26c55b6e8714e551be329f373c2c,100,ARSC,B-APPM,UGRD,"BLDR"#$, 2
71189effb81ef7dfe88c60a711c9e6ad,563114b4542958942fc7129c769f4337,100,ARSC,B-APPM,UGRD,"BLDR"#$, 4
0c08448ccf2a95bce14e1139164a5337,a594d5e9e7640fff198491046dea1ca1,35,ARSC,B-APPM,UGRD,"BLDR"#$, 8
71189effb81ef7dfe88c60a711c9e6ad,92875547e60315d34cd29b3a8572d1bc,100,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,109ae3b6aae18ca56cec07acd44a2c58,100,ARSC,B-APPM,UGRD,"BLDR"#$, 6
71189effb81ef7dfe88c60a711c9e6ad,109ae3b6aae18ca56cec07acd44a2c58,25,ARSC,B-APPM,UGRD,"BLDR"#$, 5
71189effb81ef7dfe88c60a711c9e6ad,02d40a9660da09df9a3741f175e6489d,25,ARSC,B-APPM,UGRD,"BLDR"#$, 4
71189effb81ef7dfe88c60a711c9e6ad,12e2d901306753cb8059075c32a88fa1,25,ARSC,B-APPM,UGRD,"BLDR"#$, 6
0c08448ccf2a95bce14e1139164a5337,416065447fd371e17fe39e90c81d03b0,25,ARSC,B-APPM,UGRD,"BLDR"#$, 3
6e72c0f3d7c256d957b8dba71503c42c,ab432a82c7736817b54a4214206591b8,25,ARSC,B-APPM,UGRD,"BLDR"#$, 3
1148b0612b2dec6581f8599f2cab30cb,e48aa3850de1382f5ca24affa3832c52,25,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,c519d1597722c1cb81c1f2003d62a764,25,ARSC,B-APPM,UGRD,"BLDR"#$, 10
cc36bd5b7ab69d6a0e63b0bd21410c08,988c84018f81af031c432c2a4db849e9,28,ARSC,B-APPM,UGRD,"BLDR"#$, 6
bb2e0e10ccbe1c8e5ef13722472fd83c,ce12e3722253f869d06be908bc4e88d2,35,ARSC,B-APPM,UGRD,"BLDR"#$, 10
71189effb81ef7dfe88c60a711c9e6ad,563114b4542958942fc7129c769f4337,96,ARSC,B-APPM,UGRD,"BLDR"#$, 9
ee15b4985cdf7c138fdc9da5564cd76f,dc3fb40fdf6e32871c369759fa9c1990,116,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,ab432a82c7736817b54a4214206591b8,152,ARSC,B-APPM,UGRD,"BLDR"#$, 1
71189effb81ef7dfe88c60a711c9e6ad,784bc5ff21602968e1c811a553fd4eda,25,ARSC,B-APPM,UGRD,"BLDR"#$, 6
71189effb81ef7dfe88c60a711c9e6ad,f1921916d5332b414eed22656ece324c,25,ARSC,B-APPM,UGRD,"BLDR"#$, 5
71189effb81ef7dfe88c60a711c9e6ad,25e46bebdc1af0a3cbd6df46317148ec,25,ARSC,B-APPM,UGRD,"BLDR"#$, 7
cc36bd5b7ab69d6a0e63b0bd21410c08,2411ab86a643fb45f1bd9b4c519766ae,28,ARSC,B-APPM,UGRD,"BLDR"#$, 2
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,30,ARSC,B-APPM,UGRD,"BLDR"#$, 2
71189effb81ef7dfe88c60a711c9e6ad,a49438f945f3063e470c3bcb9fc2ce73,45,ARSC,B-APPM,UGRD,"BLDR"#$, 9
0c08448ccf2a95bce14e1139164a5337,cbaccd6a04b6a459ba6c5249a9636dc0,75,ARSC,B-APPM,UGRD,"BLDR"#$, 2
71189effb81ef7dfe88c60a711c9e6ad,cfe4f8895aebcb81644bf329a690bee0,120,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,563114b4542958942fc7129c769f4337,102,ARSC,B-APPM,UGRD,"BLDR"#$, 3
71189effb81ef7dfe88c60a711c9e6ad,6fdc73b292e2f218158fc24f01bf5cf8,25,ARSC,B-APPM,UGRD,"BLDR"#$, 1
71189effb81ef7dfe88c60a711c9e6ad,9db06f60455bf7592c4e841201863a80,25,ARSC,B-APPM,UGRD,"BLDR"#$, 4
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,28,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,92875547e60315d34cd29b3a8572d1bc,85,ARSC,B-APPM,UGRD,"BLDR"#$, 6
71189effb81ef7dfe88c60a711c9e6ad,cfe4f8895aebcb81644bf329a690bee0,138,ARSC,B-APPM,UGRD,"BLDR"#$, 10
71189effb81ef7dfe88c60a711c9e6ad,ab432a82c7736817b54a4214206591b8,138,ARSC,B-APPM,UGRD,"BLDR"#$, 8
71189effb81ef7dfe88c60a711c9e6ad,92875547e60315d34cd29b3a8572d1bc,99,ARSC,B-APPM,UGRD,"BLDR"#$, 2
0e96ade5995633e969f8c72313428776,5199655589d34483a07771104cd0031a,110,ARSC,B-APPM,UGRD,"BLDR"#$, 10
e885035c5649ec0b0230506a9ee6ab6a,d08b26c55b6e8714e551be329f373c2c,103,ARSC,B-APPM,UGRD,"BLDR"#$, 2
71189effb81ef7dfe88c60a711c9e6ad,6fdc73b292e2f218158fc24f01bf5cf8,22,ARSC,B-APPM,UGRD,"BLDR"#$, 3
71189effb81ef7dfe88c60a711c9e6ad,c519d1597722c1cb81c1f2003d62a764,26,ARSC,B-APPM,UGRD,"BLDR"#$, 2
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,27,ARSC,B-APPM,UGRD,"BLDR"#$, 5
71189effb81ef7dfe88c60a711c9e6ad,fad287bc8965e2e108b1595d3f3f34e8,25,ARSC,B-APPM,UGRD,"BLDR"#$, 7
71189effb81ef7dfe88c60a711c9e6ad,72eee348d0889e2baaf30bae13651403,50,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,9db06f60455bf7592c4e841201863a80,48,ARSC,B-APPM,UGRD,"BLDR"#$, 9
1148b0612b2dec6581f8599f2cab30cb,e48aa3850de1382f5ca24affa3832c52,42,ARSC,B-APPM,UGRD,"BLDR"#$, 10
0c08448ccf2a95bce14e1139164a5337,5e0a2839c4dac81efb1803ee394ccce9,60,ARSC,B-APPM,UGRD,"BLDR"#$, 8
0c08448ccf2a95bce14e1139164a5337,416065447fd371e17fe39e90c81d03b0,60,ARSC,B-APPM,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,c519d1597722c1cb81c1f2003d62a764,27,ARSC,B-APPM,UGRD,"BLDR"#$, 5
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,100,ARSC,B-APPM,UGRD,"BLDR"#$, 10
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,20,ARSC,B-APPM,GRAD,"BLDR"#$, 3
71189effb81ef7dfe88c60a711c9e6ad,109ae3b6aae18ca56cec07acd44a2c58,25,ARSC,B-APPM,GRAD,"BLDR"#$, 5
71189effb81ef7dfe88c60a711c9e6ad,80ac590b4fad46f56337eace0e5ada6c,15,ARSC,B-APPM,GRAD,"BLDR"#$, 7
71189effb81ef7dfe88c60a711c9e6ad,ab432a82c7736817b54a4214206591b8,142,ARSC,B-APPM,GRAD,"BLDR"#$, 6
9e5082016ba6bbdbf5c3ab9a9fba1497,f6a61ac061186cd1ee42250315ebaa1c,10,ARSC,B-APPM,GRAD,"BLDR"#$, 2
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,10,ARSC,B-APPM,GRAD,"BLDR"#$, 9
6050c8e5f65ad635785d3f72dd095b38,efb73650ec83fc09b58d39daf9faa565,246,CMCI,B-APRD,UGRD,"BLDR"#$, 1
df088f528be1e00b78e132ae2da0283a,55667f818c0eff1743acd115e9bf93fa,75,CMCI,B-APRD,UGRD,"BLDR"#$, 7
c83d5f85c7408463699185856a1f421b,22ac24603d303e389bb1c136f6db0505,50,CMCI,B-APRD,UGRD,"BLDR"#$, 9
9b76501e540d93c0f92e5bcb695611e8,72eee348d0889e2baaf30bae13651403,50,CMCI,B-APRD,UGRD,"BLDR"#$, 9
9b76501e540d93c0f92e5bcb695611e8,d5dbcacb7c508472426b117d399d62c8,50,CMCI,B-APRD,UGRD,"BLDR"#$, 5
c83d5f85c7408463699185856a1f421b,0bcf045eccadd2eea9dccf9118640b37,50,CMCI,B-APRD,UGRD,"BLDR"#$, 1
71189effb81ef7dfe88c60a711c9e6ad,72eee348d0889e2baaf30bae13651403,50,CMCI,B-APRD,UGRD,"BLDR"#$, 4
9b76501e540d93c0f92e5bcb695611e8,f87fcb96c10ad625f2cccf62d1da54cb,50,CMCI,B-APRD,UGRD,"BLDR"#$, 10
bcd8a7214f54957a7e54424f4fd33232,da8cd9e009618c0d24679c841128a27b,19,CMCI,B-APRD,UGRD,"BLDR"#$, 8
25e478c439e00084111fb7249f734568,2d4ec9b6b69705d36efe6f1fbafbb8e7,75,CMCI,B-APRD,UGRD,"BLDR"#$, 2
ee15b4985cdf7c138fdc9da5564cd76f,a298c941d8ef7ed99f092520c57145b2,47,CMCI,B-APRD,UGRD,"BLDR"#$, 4
c83d5f85c7408463699185856a1f421b,1a1a80ee147dc8f6a9d4c2ab3c0c1a53,25,CMCI,B-APRD,UGRD,"BLDR"#$, 7
0526207421bc254cda56ef40e0795d53,c6b95ad644958cd29fed750174e8de9a,25,CMCI,B-APRD,UGRD,"BLDR"#$, 2
ef3f02d36c76920a0e17f84209127a1d,b35c097845f80f51705b5ac08e09f008,40,CMCI,B-APRD,UGRD,"BLDR"#$, 10
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,40,CMCI,B-APRD,UGRD,"BLDR"#$, 6
9b76501e540d93c0f92e5bcb695611e8,72eee348d0889e2baaf30bae13651403,40,CMCI,B-APRD,UGRD,"BLDR"#$, 9
e885035c5649ec0b0230506a9ee6ab6a,fad287bc8965e2e108b1595d3f3f34e8,26,CMCI,B-APRD,UGRD,"BLDR"#$, 4
0526207421bc254cda56ef40e0795d53,d9b3b3e942985cc13c849d9a0fcf5ca2,25,CMCI,B-APRD,UGRD,"BLDR"#$, 9
9b76501e540d93c0f92e5bcb695611e8,8f40db15fd818a1b7389e5e71b75cd2d,20,CMCI,B-APRD,UGRD,"BLDR"#$, 9
0526207421bc254cda56ef40e0795d53,c6b95ad644958cd29fed750174e8de9a,39,CMCI,B-APRD,UGRD,"BLDR"#$, 8
0526207421bc254cda56ef40e0795d53,d9b3b3e942985cc13c849d9a0fcf5ca2,26,CMCI,B-APRD,UGRD,"BLDR"#$, 3
b01bfeb1388a68372d8db0a97d21c593,7d836cfae80c35c71f379331e4bf2883,18,CMCI,B-APRD,UGRD,"BLDR"#$, 6
9b76501e540d93c0f92e5bcb695611e8,07698f53c8e24eaa83296073c8873ce7,25,CMCI,B-APRD,UGRD,"BLDR"#$, 3
e55347b37413441eed9d27ab981b580b,f1c6167658063e0aa39ad2e85242bcb1,30,CMCI,B-APRD,UGRD,"BLDR"#$, 6
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,18,CMCI,B-APRD,UGRD,"BLDR"#$, 10
e885035c5649ec0b0230506a9ee6ab6a,1186da6427313acbb78b6bfb041c1253,20,CMCI,B-APRD,UGRD,"BLDR"#$, 6
153d8a58725c1c6198ea3b1a6dd76d48,be80b503c822ed2b58cc38c2480d3fde,1,CMCI,B-APRD,UGRD,"CEPS"#$, 2
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,30,CMCI,B-APRD,UGRD,"CEPS"#$, 8
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,1,CMCI,B-APRD,UGRD,"CEPS"#$, 5
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,999,CMCI,B-APRD,UGRD,"BLDR"#$, 6
e885035c5649ec0b0230506a9ee6ab6a,1186da6427313acbb78b6bfb041c1253,22,ARSC,B-ALAC,UGRD,"BLDR"#$, 10
c83d5f85c7408463699185856a1f421b,88e5a872b7829f3eb653069174d22489,22,ARSC,B-ALAC,UGRD,"BLDR"#$, 1
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,999,ARSC,B-ALAC,UGRD,"BLDR"#$, 8
9b76501e540d93c0f92e5bcb695611e8,1abde49a27e267da7fb732f03989824b,16,ARSC,B-ALAC,UGRD,"BLDR"#$, 7
b01bfeb1388a68372d8db0a97d21c593,fca528001d4de9f1cae92072ab19fb49,22,ARSC,B-ALAC,UGRD,"BLDR"#$, 10
260b2a46de84d39e7931e073f3011bd4,07c76f483ca9bb5885f508f6f19837d8,18,ARSC,B-ALAC,UGRD,"BLDR"#$, 5
9b76501e540d93c0f92e5bcb695611e8,a62f07d3e8ec0a54af7616a63f9ea70c,30,ARSC,B-ALAC,UGRD,"BLDR"#$, 9
90588a012293e8b81fad167b9cce60b6,21b6899f9faacc258ac6945861855957,50,ARPL,B-ARPL,UGRD,"BLDR"#$, 9
71189effb81ef7dfe88c60a711c9e6ad,a49438f945f3063e470c3bcb9fc2ce73,46,ENGR,B-CVEN,UGRD,"BLDR"#$, 5
98e9df6cb82daa8496f978d7b2926054,ab9650ee4145546de4872870bbbca320,46,ENGR,B-CVEN,UGRD,"BLDR"#$, 5
